Year,Qtr,Area Type,State,Area,Ownership,Industry,Annual Average Status Code,Annual Average Establishment Count,Annual Average Employment,Annual Total Wages,Annual Average Weekly Wage,Annual Average Pay,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2017,A,County,Texas,"Washington County, Texas",Total Covered,"10 Total, all industries",,950,"14,685","572,612,079",750,"38,993",1.00,1.00
2017,A,County,Texas,"Webb County, Texas",Total Covered,"10 Total, all industries",,"5,407","99,818","3,530,497,229",680,"35,370",1.00,1.00
2017,A,County,Texas,"Wharton County, Texas",Total Covered,"10 Total, all industries",,"1,165","15,578","584,935,618",722,"37,550",1.00,1.00
2017,A,County,Texas,"Wheeler County, Texas",Total Covered,"10 Total, all industries",,221,"2,007","79,491,753",762,"39,611",1.00,1.00
2017,A,County,Texas,"Wichita County, Texas",Total Covered,"10 Total, all industries",,"3,251","54,350","2,107,680,975",746,"38,780",1.00,1.00
2017,A,County,Texas,"Wilbarger County, Texas",Total Covered,"10 Total, all industries",,342,"5,886","214,764,201",702,"36,487",1.00,1.00
2017,A,County,Texas,"Willacy County, Texas",Total Covered,"10 Total, all industries",,316,"3,487","118,422,492",653,"33,966",1.00,1.00
2017,A,County,Texas,"Williamson County, Texas",Total Covered,"10 Total, all industries",,"10,709","165,256","8,968,638,372","1,044","54,271",1.00,1.00
2017,A,County,Texas,"Wilson County, Texas",Total Covered,"10 Total, all industries",,730,"8,039","299,426,413",716,"37,248",1.00,1.00
2017,A,County,Texas,"Winkler County, Texas",Total Covered,"10 Total, all industries",,206,"2,732","161,705,724","1,138","59,182",1.00,1.00
2017,A,County,Texas,"Wise County, Texas",Total Covered,"10 Total, all industries",,"1,374","19,421","867,273,271",859,"44,657",1.00,1.00
2017,A,County,Texas,"Wood County, Texas",Total Covered,"10 Total, all industries",,880,"9,999","363,366,804",699,"36,341",1.00,1.00
2017,A,County,Texas,"Yoakum County, Texas",Total Covered,"10 Total, all industries",,296,"3,791","212,874,873","1,080","56,151",1.00,1.00
2017,A,County,Texas,"Young County, Texas",Total Covered,"10 Total, all industries",,618,"6,679","282,405,051",813,"42,283",1.00,1.00
2017,A,County,Texas,"Zapata County, Texas",Total Covered,"10 Total, all industries",,188,"3,551","167,586,674",908,"47,198",1.00,1.00
2017,A,County,Texas,"Zavala County, Texas",Total Covered,"10 Total, all industries",,178,"2,567","86,202,106",646,"33,585",1.00,1.00
2017,A,County,Texas,"Unknown Or Undefined, Texas",Total Covered,"10 Total, all industries",,"30,421","266,418","22,224,696,742","1,604","83,421",1.00,1.00
2017,A,County,Utah,"Beaver County, Utah",Total Covered,"10 Total, all industries",,243,"2,698","94,452,145",673,"35,010",1.00,1.00
2017,A,County,Utah,"Box Elder County, Utah",Total Covered,"10 Total, all industries",,"1,361","20,364","758,396,995",716,"37,243",1.00,1.00
2017,A,County,Utah,"Cache County, Utah",Total Covered,"10 Total, all industries",,"3,625","54,388","1,962,601,130",694,"36,086",1.00,1.00
2017,A,County,Utah,"Carbon County, Utah",Total Covered,"10 Total, all industries",,613,"8,038","316,637,036",758,"39,393",1.00,1.00
2017,A,County,Utah,"Daggett County, Utah",Total Covered,"10 Total, all industries",,51,373,"13,028,946",672,"34,961",1.00,1.00
2017,A,County,Utah,"Davis County, Utah",Total Covered,"10 Total, all industries",,"8,364","126,008","5,535,846,425",845,"43,932",1.00,1.00
2017,A,County,Utah,"Duchesne County, Utah",Total Covered,"10 Total, all industries",,773,"7,784","349,298,146",863,"44,872",1.00,1.00
2017,A,County,Utah,"Emery County, Utah",Total Covered,"10 Total, all industries",,237,"3,030","130,794,048",830,"43,171",1.00,1.00
2017,A,County,Utah,"Garfield County, Utah",Total Covered,"10 Total, all industries",,251,"2,445","74,279,845",584,"30,380",1.00,1.00
2017,A,County,Utah,"Grand County, Utah",Total Covered,"10 Total, all industries",,554,"5,613","181,705,125",622,"32,370",1.00,1.00
2017,A,County,Utah,"Iron County, Utah",Total Covered,"10 Total, all industries",,"1,554","17,400","576,244,561",637,"33,118",1.00,1.00
2017,A,County,Utah,"Juab County, Utah",Total Covered,"10 Total, all industries",,277,"3,521","119,934,125",655,"34,067",1.00,1.00
2017,A,County,Utah,"Kane County, Utah",Total Covered,"10 Total, all industries",,320,"3,416","111,661,553",629,"32,690",1.00,1.00
2017,A,County,Utah,"Millard County, Utah",Total Covered,"10 Total, all industries",,390,"4,770","188,123,761",759,"39,443",1.00,1.00
2017,A,County,Utah,"Morgan County, Utah",Total Covered,"10 Total, all industries",,340,"2,253","87,342,580",746,"38,769",1.00,1.00
2017,A,County,Utah,"Piute County, Utah",Total Covered,"10 Total, all industries",,48,276,"7,780,095",541,"28,155",1.00,1.00
2017,A,County,Utah,"Rich County, Utah",Total Covered,"10 Total, all industries",,132,819,"21,779,576",512,"26,598",1.00,1.00
2017,A,County,Utah,"Salt Lake County, Utah",Total Covered,"10 Total, all industries",,"44,238","684,426","36,087,529,587","1,014","52,727",1.00,1.00
2017,A,County,Utah,"San Juan County, Utah",Total Covered,"10 Total, all industries",,333,"4,141","146,783,059",682,"35,449",1.00,1.00
2017,A,County,Utah,"Sanpete County, Utah",Total Covered,"10 Total, all industries",,620,"7,517","235,448,143",602,"31,320",1.00,1.00
2017,A,County,Utah,"Sevier County, Utah",Total Covered,"10 Total, all industries",,662,"8,641","304,414,661",678,"35,231",1.00,1.00
2017,A,County,Utah,"Summit County, Utah",Total Covered,"10 Total, all industries",,"2,853","26,948","1,189,617,438",849,"44,144",1.00,1.00
2017,A,County,Utah,"Tooele County, Utah",Total Covered,"10 Total, all industries",,"1,111","16,213","651,532,619",773,"40,185",1.00,1.00
2017,A,County,Utah,"Uintah County, Utah",Total Covered,"10 Total, all industries",,"1,225","12,469","552,144,893",852,"44,281",1.00,1.00
2017,A,County,Utah,"Utah County, Utah",Total Covered,"10 Total, all industries",,"15,896","230,575","10,123,333,371",844,"43,905",1.00,1.00
2017,A,County,Utah,"Wasatch County, Utah",Total Covered,"10 Total, all industries",,"1,078","8,708","331,328,580",732,"38,047",1.00,1.00
2017,A,County,Utah,"Washington County, Utah",Total Covered,"10 Total, all industries",,"5,638","62,897","2,215,560,424",677,"35,225",1.00,1.00
2017,A,County,Utah,"Wayne County, Utah",Total Covered,"10 Total, all industries",,132,"1,025","31,040,438",582,"30,288",1.00,1.00
2017,A,County,Utah,"Weber County, Utah",Total Covered,"10 Total, all industries",,"5,988","103,834","4,231,082,590",784,"40,749",1.00,1.00
2017,A,County,Vermont,"Addison County, Vermont",Total Covered,"10 Total, all industries",,"1,424","15,004","689,398,026",884,"45,949",1.00,1.00
2017,A,County,Vermont,"Bennington County, Vermont",Total Covered,"10 Total, all industries",,"1,553","17,114","715,090,117",804,"41,785",1.00,1.00
2017,A,County,Vermont,"Caledonia County, Vermont",Total Covered,"10 Total, all industries",,"1,011","10,655","423,390,542",764,"39,737",1.00,1.00
2017,A,County,Vermont,"Chittenden County, Vermont",Total Covered,"10 Total, all industries",,"6,862","102,126","5,353,004,725","1,008","52,416",1.00,1.00
2017,A,County,Vermont,"Essex County, Vermont",Total Covered,"10 Total, all industries",,174,"1,074","39,005,550",699,"36,326",1.00,1.00
2017,A,County,Vermont,"Franklin County, Vermont",Total Covered,"10 Total, all industries",,"1,263","17,699","810,708,194",881,"45,806",1.00,1.00
2017,A,County,Vermont,"Grand Isle County, Vermont",Total Covered,"10 Total, all industries",,240,"1,173","40,619,920",666,"34,624",1.00,1.00
2017,A,County,Vermont,"Lamoille County, Vermont",Total Covered,"10 Total, all industries",,"1,139","12,030","463,405,918",741,"38,520",1.00,1.00
2017,A,County,Vermont,"Orange County, Vermont",Total Covered,"10 Total, all industries",,856,"7,658","302,912,971",761,"39,556",1.00,1.00
2017,A,County,Vermont,"Orleans County, Vermont",Total Covered,"10 Total, all industries",,945,"10,954","401,802,678",705,"36,680",1.00,1.00
2017,A,County,Vermont,"Rutland County, Vermont",Total Covered,"10 Total, all industries",,"2,393","26,938","1,151,598,058",822,"42,750",1.00,1.00
2017,A,County,Vermont,"Washington County, Vermont",Total Covered,"10 Total, all industries",,"2,618","33,262","1,673,242,888",967,"50,304",1.00,1.00
2017,A,County,Vermont,"Windham County, Vermont",Total Covered,"10 Total, all industries",,"1,957","21,957","901,399,857",789,"41,053",1.00,1.00
2017,A,County,Vermont,"Windsor County, Vermont",Total Covered,"10 Total, all industries",,"2,339","23,347","1,040,920,076",857,"44,586",1.00,1.00
2017,A,County,Vermont,"Unknown Or Undefined, Vermont",Total Covered,"10 Total, all industries",,753,"8,452","285,398,633",649,"33,766",1.00,1.00
2017,A,County,Virginia,"Accomack County, Virginia",Total Covered,"10 Total, all industries",,"1,152","13,292","499,616,135",723,"37,587",1.00,1.00
2017,A,County,Virginia,"Albemarle County, Virginia",Total Covered,"10 Total, all industries",,"3,674","56,126","2,994,779,153","1,026","53,358",1.00,1.00
2017,A,County,Virginia,"Alleghany County, Virginia",Total Covered,"10 Total, all industries",,355,"3,754","128,167,376",657,"34,145",1.00,1.00
2017,A,County,Virginia,"Amelia County, Virginia",Total Covered,"10 Total, all industries",,391,"2,491","88,108,379",680,"35,377",1.00,1.00
2017,A,County,Virginia,"Amherst County, Virginia",Total Covered,"10 Total, all industries",,766,"8,267","301,706,784",702,"36,496",1.00,1.00
2017,A,County,Virginia,"Appomattox County, Virginia",Total Covered,"10 Total, all industries",,485,"3,281","94,548,315",554,"28,821",1.00,1.00
2017,A,County,Virginia,"Arlington County, Virginia",Total Covered,"10 Total, all industries",,"9,226","176,659","15,666,993,660","1,705","88,685",1.00,1.00
2017,A,County,Virginia,"Augusta County, Virginia",Total Covered,"10 Total, all industries",,"1,820","26,793","1,158,474,322",832,"43,238",1.00,1.00
2017,A,County,Virginia,"Bath County, Virginia",Total Covered,"10 Total, all industries",,223,"2,292","88,380,199",742,"38,567",1.00,1.00
2017,A,County,Virginia,"Bedford County, Virginia",Total Covered,"10 Total, all industries",,"2,192","18,735","690,819,732",709,"36,874",1.00,1.00
2017,A,County,Virginia,"Bland County, Virginia",Total Covered,"10 Total, all industries",,131,"1,924","81,953,405",819,"42,601",1.00,1.00
2017,A,County,Virginia,"Botetourt County, Virginia",Total Covered,"10 Total, all industries",,860,"10,354","413,716,495",768,"39,957",1.00,1.00
2017,A,County,Virginia,"Brunswick County, Virginia",Total Covered,"10 Total, all industries",,638,"3,785","134,669,392",684,"35,579",1.00,1.00
2017,A,County,Virginia,"Buchanan County, Virginia",Total Covered,"10 Total, all industries",,584,"6,591","287,380,293",838,"43,601",1.00,1.00
2017,A,County,Virginia,"Buckingham County, Virginia",Total Covered,"10 Total, all industries",,422,"3,245","119,224,794",706,"36,736",1.00,1.00
2017,A,County,Virginia,"Campbell County, Virginia",Total Covered,"10 Total, all industries",,"1,439","17,052","806,305,512",909,"47,284",1.00,1.00
2017,A,County,Virginia,"Caroline County, Virginia",Total Covered,"10 Total, all industries",,572,"5,728","223,226,934",749,"38,971",1.00,1.00
2017,A,County,Virginia,"Carroll County, Virginia",Total Covered,"10 Total, all industries",,601,"6,573","202,293,081",592,"30,775",1.00,1.00
2017,A,County,Virginia,"Charles City County, Virginia",Total Covered,"10 Total, all industries",,226,"1,722","76,384,297",853,"44,366",1.00,1.00
2017,A,County,Virginia,"Charlotte County, Virginia",Total Covered,"10 Total, all industries",,356,"2,903","97,714,313",647,"33,657",1.00,1.00
2017,A,County,Virginia,"Chesterfield County, Virginia",Total Covered,"10 Total, all industries",,"9,034","135,816","6,277,939,046",889,"46,224",1.00,1.00
2017,A,County,Virginia,"Clarke County, Virginia",Total Covered,"10 Total, all industries",,458,"3,995","173,671,114",836,"43,468",1.00,1.00
2017,A,County,Virginia,"Craig County, Virginia",Total Covered,"10 Total, all industries",,113,708,"24,368,192",662,"34,439",1.00,1.00
2017,A,County,Virginia,"Culpeper County, Virginia",Total Covered,"10 Total, all industries",,"1,447","15,769","655,585,584",800,"41,575",1.00,1.00
2017,A,County,Virginia,"Cumberland County, Virginia",Total Covered,"10 Total, all industries",,217,"1,361","46,483,117",657,"34,145",1.00,1.00
2017,A,County,Virginia,"Dickenson County, Virginia",Total Covered,"10 Total, all industries",,344,"3,292","126,926,002",741,"38,552",1.00,1.00
2017,A,County,Virginia,"Dinwiddie County, Virginia",Total Covered,"10 Total, all industries",,473,"8,717","363,386,452",802,"41,686",1.00,1.00
2017,A,County,Virginia,"Essex County, Virginia",Total Covered,"10 Total, all industries",,367,"3,803","125,907,067",637,"33,107",1.00,1.00
2017,A,County,Virginia,"Fairfax County, Virginia",Total Covered,"10 Total, all industries",,"37,195","601,868","50,624,616,221","1,618","84,112",1.00,1.00
2017,A,County,Virginia,"Fauquier County, Virginia",Total Covered,"10 Total, all industries",,"2,450","22,116","1,056,801,653",919,"47,785",1.00,1.00
2017,A,County,Virginia,"Floyd County, Virginia",Total Covered,"10 Total, all industries",,466,"3,306","96,879,420",564,"29,309",1.00,1.00
2017,A,County,Virginia,"Fluvanna County, Virginia",Total Covered,"10 Total, all industries",,557,"4,197","162,676,575",745,"38,763",1.00,1.00
2017,A,County,Virginia,"Franklin County, Virginia",Total Covered,"10 Total, all industries",,"1,510","15,072","496,647,698",634,"32,951",1.00,1.00
2017,A,County,Virginia,"Frederick County, Virginia",Total Covered,"10 Total, all industries",,"1,939","31,265","1,376,825,802",847,"44,037",1.00,1.00
2017,A,County,Virginia,"Giles County, Virginia",Total Covered,"10 Total, all industries",,377,"4,552","176,018,566",744,"38,671",1.00,1.00
2017,A,County,Virginia,"Gloucester County, Virginia",Total Covered,"10 Total, all industries",,985,"9,335","316,426,454",652,"33,895",1.00,1.00
2017,A,County,Virginia,"Goochland County, Virginia",Total Covered,"10 Total, all industries",,833,"16,158","1,554,959,195","1,851","96,235",1.00,1.00
2017,A,County,Virginia,"Grayson County, Virginia",Total Covered,"10 Total, all industries",,396,"2,875","84,257,303",564,"29,309",1.00,1.00
2017,A,County,Virginia,"Greene County, Virginia",Total Covered,"10 Total, all industries",,501,"3,719","127,737,464",660,"34,345",1.00,1.00
2017,A,County,Virginia,"Greensville County, Virginia",Total Covered,"10 Total, all industries",,226,"4,599","180,846,100",756,"39,321",1.00,1.00
2017,A,County,Virginia,"Halifax County, Virginia",Total Covered,"10 Total, all industries",,"1,045","12,147","438,250,874",694,"36,079",1.00,1.00
2017,A,County,Virginia,"Hanover County, Virginia",Total Covered,"10 Total, all industries",,"3,754","51,241","2,195,261,886",824,"42,842",1.00,1.00
2017,A,County,Virginia,"Henrico County, Virginia",Total Covered,"10 Total, all industries",,"11,576","192,970","10,252,834,578","1,022","53,132",1.00,1.00
2017,A,County,Virginia,"Henry County, Virginia",Total Covered,"10 Total, all industries",,"1,656","16,054","520,035,909",623,"32,392",1.00,1.00
2017,A,County,Virginia,"Highland County, Virginia",Total Covered,"10 Total, all industries",,112,504,"15,413,966",588,"30,588",1.00,1.00
2017,A,County,Virginia,"Isle of Wight County, Virginia",Total Covered,"10 Total, all industries",,768,"10,726","478,182,562",857,"44,582",1.00,1.00
2017,A,County,Virginia,"James City County, Virginia",Total Covered,"10 Total, all industries",,"1,908","29,563","1,118,971,676",728,"37,851",1.00,1.00
2017,A,County,Virginia,"King and Queen County, Virginia",Total Covered,"10 Total, all industries",,176,"1,072","41,587,127",746,"38,809",1.00,1.00
2017,A,County,Virginia,"King George County, Virginia",Total Covered,"10 Total, all industries",,615,"11,361","860,071,873","1,456","75,704",1.00,1.00
2017,A,County,Virginia,"King William County, Virginia",Total Covered,"10 Total, all industries",,416,"3,936","171,804,452",839,"43,653",1.00,1.00
2017,A,County,Virginia,"Lancaster County, Virginia",Total Covered,"10 Total, all industries",,487,"4,530","165,089,726",701,"36,446",1.00,1.00
2017,A,County,Virginia,"Lee County, Virginia",Total Covered,"10 Total, all industries",,559,"4,371","143,290,417",630,"32,779",1.00,1.00
2017,A,County,Virginia,"Loudoun County, Virginia",Total Covered,"10 Total, all industries",,"12,244","164,537","10,388,091,191","1,214","63,135",1.00,1.00
2017,A,County,Virginia,"Louisa County, Virginia",Total Covered,"10 Total, all industries",,923,"9,693","463,727,712",920,"47,843",1.00,1.00
2017,A,County,Virginia,"Lunenburg County, Virginia",Total Covered,"10 Total, all industries",,310,"2,589","85,547,154",635,"33,045",1.00,1.00
2017,A,County,Virginia,"Madison County, Virginia",Total Covered,"10 Total, all industries",,364,"3,152","112,116,955",684,"35,567",1.00,1.00
2017,A,County,Virginia,"Mathews County, Virginia",Total Covered,"10 Total, all industries",,220,"1,476","41,315,636",538,"27,998",1.00,1.00
2017,A,County,Virginia,"Mecklenburg County, Virginia",Total Covered,"10 Total, all industries",,"1,086","11,502","389,324,358",651,"33,848",1.00,1.00
2017,A,County,Virginia,"Middlesex County, Virginia",Total Covered,"10 Total, all industries",,386,"3,463","118,319,868",657,"34,169",1.00,1.00
2017,A,County,Virginia,"Montgomery County, Virginia",Total Covered,"10 Total, all industries",,"2,299","42,147","1,816,784,960",829,"43,106",1.00,1.00
2017,A,County,Virginia,"Nelson County, Virginia",Total Covered,"10 Total, all industries",,569,"3,941","133,252,403",650,"33,815",1.00,1.00
